	6-P-1	6-P-10	6-P-11	6-P-12	6-P-13	6-P-14	6-P-15	6-P-16	6-P-17	6-P-18	6-P-19	6-P-2	6-P-20	6-P-21	6-P-22	6-P-23	6-P-24	6-P-25	6-P-26	6-P-27	6-P-28	6-P-29	6-P-3	6-P-30	6-P-4	6-P-5	6-P-6	6-P-7	6-P-8	6-P-9	6-T-1	6-T-2	6-T-3	6-T-4	6-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Colon	STL001SG-01	STL003SG-01
chr17:75369542-75369807	NA	NA	NA	0.942071524966262	NA	0.511987711213518	NA	0.222857142857143	NA	1	1	NA	0.522884072927417	NA	0.775328375328375	NA	0.222857142857143	0.450937580937581	1	1	0.984649122807018	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.71973544973545	NA	0.411040066627065	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00119047619047619	NA	NA	NA	NA	0.00181818181818182	NA	NA	NA	0.000673400673400673	0.000980392156862745	0.00168776371308017	NA	NA	NA	NA	NA	NA	NA	NA	0.00266666666666667	0.128153730180455
chr5:132946965-132947000	NA	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:5835945-5836072	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.714285714285714	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0869565217391304
chr13:33590763-33590811	NA	NA	1	NA	NA	0.0133333333333333	NA	0.0133333333333333	NA	0.0507936507936508	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0107353730542136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0027027027027027	0.00222222222222222
chr19:12776058-12776186	NA	NA	NA	NA	NA	0.166666666666667	1	NA	NA	NA	NA	NA	0.0555555555555556	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.738095238095238	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:6904320-6904385	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	0.645714285714286	NA	0.901025641025641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333
chr15:29033968-29034012	NA	NA	NA	0.822222222222222	NA	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.466666666666667	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	0.966666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	0.00786147186147186	NA
chr6:6008954-6009004	NA	0.00740740740740741	0.02	0.399114959114959	1	NA	1	0.331944444444444	1	1	NA	NA	0.0133333333333333	0.5	0.0516666666666667	0.5	0.337777777777778	NA	NA	1	0.342222222222222	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA
chr8:117950896-117950928	NA	NA	NA	NA	1	NA	1	NA	0.166666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.00925925925925926	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	0.298367622911233
chr7:149487358-149487423	NA	NA	1	NA	NA	NA	0.537750546666955	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00222222222222222	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0812962962962963	NA	NA	NA	NA
chr20:9496785-9496807	NA	NA	1	1	NA	NA	0.5	NA	NA	1	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.591269841269841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	0.00374531835205993	NA
chr12:109458772-109459023	0.02	NA	1	0.653207485892908	0.052044252044252	NA	NA	NA	1	1	NA	0.00256410256410256	1	0.98	NA	1	1	1	NA	1	NA	NA	NA	NA	0.00303030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.00392156862745098	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	0.00392156862745098	0.00555555555555555	NA	NA	NA	NA	0.00748299319727891	0.00779220779220779
chr19:19844056-19844075	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:72433015-72433144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00458715596330275	0.0017921146953405
chr20:39312346-39312366	NA	NA	0.177777777777778	0.108333333333333	NA	0.129166666666667	1	0.177777777777778	0.211111111111111	NA	NA	NA	NA	0.138888888888889	NA	0.261904761904762	0.216666666666667	0.177777777777778	NA	NA	NA	0.177777777777778	NA	0.177777777777778	0.0277777777777778	NA	NA	0.5	NA	NA	NA	NA	NA	0.638888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0888145670754366	NA
chr7:93519469-93519511	NA	NA	NA	0.166666666666667	1	NA	NA	NA	1	0.916666666666667	NA	NA	NA	NA	NA	0.707792207792208	NA	NA	NA	0.777142857142857	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0388888888888889	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:1821225-1821344	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.896296296296296	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00227272727272727	NA
chr7:2144109-2144137	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA
chr7:49813848-49813869	NA	NA	NA	0.5	1	1	0.819444444444445	0.666666666666667	NA	0.5	1	NA	0.5	0.333333333333333	1	0.666666666666667	0.333333333333333	0.5	NA	0.5	0.666666666666667	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	0.425925925925926	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	NA
chr11:49582970-49583018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.516666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667
chr5:173315775-173315831	NA	NA	1	NA	0.988888888888889	NA	NA	NA	NA	NA	NA	NA	NA	0.948333333333333	NA	0.744338624338624	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00111111111111111
chr11:8102415-8102423	NA	NA	1	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00462962962962963	0.00757575757575758
chr13:79170302-79170322	NA	NA	1	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	0.5	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0833333333333333	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:13125241-13125257	NA	NA	0.5	0.524285714285714	0.666666666666667	1	NA	0.5	0.333333333333333	1	1	NA	NA	0.5	0.5	0.666666666666667	1	0.5	0.333333333333333	NA	NA	1	NA	0.5	0.341666666666667	NA	NA	0.0583333333333333	NA	NA	NA	NA	NA	0.571296296296296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	0.179166666666667	NA	NA	NA	NA
chr22:41840663-41840793	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.777142857142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00166666666666667
chr7:35839998-35840012	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13:67804323-67804366	0.01	NA	1	NA	NA	NA	NA	NA	0.862727272727273	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.971428571428572	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA	NA	NA	NA
chr17:66410209-66410340	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0160615644107105	NA
chr2:119593515-119593552	NA	NA	NA	0.666666666666667	NA	1	0.5	1	NA	NA	NA	NA	NA	NA	NA	0.0266666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555
chr1:228135211-228135242	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	0.656666666666667	NA	NA	NA	NA	NA	NA	0.00606060606060606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:84323422-84323427	NA	NA	1	0.5	0.638888888888889	1	0.5	1	0.75	1	0.5	0.0277777777777778	NA	NA	NA	0.666666666666667	0.666666666666667	NA	1	0.5	1	0.177777777777778	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0555555555555556	NA	0.138888888888889	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0623809523809524	NA
chr6:57087424-57087440	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.666666666666667	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA
chr8:74207979-74208031	NA	NA	NA	1	0.593333333333333	0.603720065101139	0.487037037037037	0.397222222222222	NA	NA	NA	NA	0.487037037037037	NA	NA	1	0.891904761904762	1	1	NA	0.5	NA	NA	1	NA	NA	NA	NA	NA	0.0777777777777778	NA	NA	NA	0.859523809523809	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:31438996-31439012	NA	NA	NA	NA	NA	0.0485714285714286	0.916666666666667	NA	NA	NA	0.0833333333333333	NA	NA	1	NA	NA	0.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	0.00454545454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0388888888888889	NA	NA	0.0866666666666667	NA	NA	NA	NA	NA	NA	0.00526315789473684	0.004
chr13:102068587-102068639	NA	NA	1	0.272419149477973	NA	1	NA	NA	0.00476190476190476	0.427883227883228	NA	NA	0.0555555555555556	1	NA	0.528508120419885	0.272419149477973	NA	NA	0.427883227883228	NA	NA	NA	NA	0.00476190476190476	0.00317460317460317	0.00317460317460317	NA	NA	NA	0.714097014097014	NA	NA	0.509764565233232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0102564102564103	0.00476190476190476	NA	NA	NA	NA	0.00512820512820513	NA	NA	NA	0.00476190476190476	NA	NA	0.00392156862745098	0.0100664767331434
chr4:111532734-111532778	NA	NA	1	NA	0.5	1	0.733281659719493	1	NA	NA	NA	NA	0.0338624338624339	1	1	NA	0.335353535353535	0.666666666666667	NA	0.504761904761905	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.504761904761905	NA	NA	0.154285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00495328154902623	NA
chr5:178421695-178421710	NA	0.137272727272727	0.666666666666667	NA	0.5	1	NA	1	1	1	NA	NA	NA	NA	0.333333333333333	0.5125	0.341666666666667	1	0.5125	0.0708333333333333	0.666666666666667	0.5	NA	NA	NA	NA	0.0125	NA	0.0125	NA	1	NA	NA	0.519444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.0307539682539683
chr10:31609918-31609974	NA	NA	NA	NA	NA	NA	1	NA	NA	0.222857142857143	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14:77228423-77228519	NA	0.00606060606060606	NA	0.384262667157404	NA	NA	NA	NA	NA	NA	0.544737267090208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	NA	NA	0.00512820512820513	1	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00404040404040404	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000865800865800866	NA
chr11:22215445-22215544	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	0.0138888888888889	0.0138888888888889
chr1:111506091-111506113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.5	0.988888888888889	NA	NA	NA	NA	NA	NA	1	0.0133333333333333	NA	NA	NA	NA	0.0133333333333333	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0187554039379597	NA
chr10:134600674-134600690	NA	NA	NA	0.0416666666666667	0.445833333333333	NA	1	NA	NA	NA	1	NA	1	NA	0.666666666666667	0.986111111111111	NA	NA	NA	0.5	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0072463768115942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:72665535-72665541	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00320512820512821	0.0447769012695674
chr8:41686287-41686325	NA	NA	0.638888888888889	1	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0106837606837607
chr1:41284472-41284517	NA	NA	1	0.51	NA	1	1	NA	NA	1	NA	NA	1	NA	NA	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA
chr1:23544220-23544235	NA	NA	1	NA	NA	1	1	0.666666666666667	0.5	0.666666666666667	0.5	NA	NA	NA	0.666666666666667	0.5	NA	NA	0.666666666666667	0.5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00490196078431373	NA
chr10:105037282-105037361	0.132142857142857	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00185185185185185	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	0.000623052959501558	NA
chr16:12997270-12997415	NA	NA	NA	NA	NA	NA	0.966666666666667	1	NA	1	1	NA	0.966666666666667	0.983333333333333	NA	NA	NA	0.933333333333333	NA	NA	NA	NA	NA	0.555555555555556	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	0.0416666666666667	1	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	0.00483091787439614	0.0725122798917574
chr11:17099143-17099698	NA	NA	0.544838298955946	NA	NA	NA	0.992592592592593	0.418121693121693	1	NA	0.548380952380952	0.00701754385964912	0.581601259329959	0.222857142857143	0.411047103051747	1	0.995833333333333	NA	1	NA	0.993333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.576956746956747	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00238095238095238	NA	NA	NA	NA	0.00124223602484472	0.00149253731343284
chr10:102504002-102504021	NA	0.0277777777777778	0.759259259259259	0.685185185185185	1	NA	0.5	1	NA	NA	0.5	NA	NA	0.513888888888889	0.333333333333333	0.666666666666667	NA	NA	1	NA	1	1	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.0465367965367965	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0121951219512195	NA
chr1:47900196-47900255	0.0277777777777778	0.0238095238095238	1	1	NA	NA	NA	1	0.5	0.111111111111111	NA	NA	NA	1	0.976190476190476	0.822222222222222	1	0.527777777777778	0.822222222222222	1	0.527777777777778	0.983333333333333	NA	1	NA	NA	0.777777777777778	NA	NA	NA	0.666666666666667	0.333333333333333	0.569444444444444	0.648809523809524	NA	0.0238095238095238	0.319444444444444	0.0952380952380952	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128205128205128	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.0238095238095238	NA	0.0333333333333333	NA	0.0357670221493027	NA
chr14:38724994-38725013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.3375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.0362710666713776	NA
chr12:116037420-116037480	NA	NA	0.166666666666667	NA	1	1	1	NA	0.5	1	NA	NA	NA	1	0.976190476190476	NA	NA	1	NA	1	0.869047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0155038759689922	NA
chr1:42383899-42383996	NA	NA	0.487037037037037	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0213675213675214	0.03	0.744338624338624	1	0.954285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0783475783475784	NA	1	NA	NA	NA	NA	NA	0.00350877192982456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.115160628844839	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0707377751738654	NA
chr20:61806814-61806823	NA	NA	NA	0.108333333333333	0.527777777777778	NA	NA	NA	0.5	1	0.5	NA	NA	1	NA	1	0.575	1	0.0555555555555556	1	1	0.5	NA	0.5	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	0.583333333333333	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0254545454545455	NA
chr9:13279717-13279754	NA	NA	NA	NA	NA	NA	NA	1	0.332163742690058	NA	1	NA	NA	NA	NA	NA	0.985185185185185	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.5	NA	0.00740740740740741	NA	NA	NA	NA	0.02	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	0.00740740740740741	NA	NA	NA	NA	0.0238095238095238	0.0108994708994709	NA
chr5:140856231-140856241	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00219298245614035
